""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"14"	"Alzheimer disease"	113	18.276	0	0	-18.276	1	1	10.506	0	0	92	13.755	2.2204e-16	1.3234e-14	21	-4.4201	0.032135	0.5887
"15"	"Amino sugar and nucleotide sugar metabolism"	27	1.1942	0.40133	1	-1.1942	0.59867	0.81515	-6.0919	0.064127	0.43011	16	-3.641	0.12619	0.72319	11	-5.153	0.22006	0.83439
"16"	"Aminoacyl-tRNA biosynthesis"	21	6.4017	3.0293e-07	6.1597e-06	-6.4017	1	1	-2.3357	0.020092	0.22697	20	-2.1768	0.038239	0.44763	1	-0.9687	0.35418	0.89746
"17"	"Amoebiasis"	42	0.19424	0.75817	1	-0.19424	0.24183	0.48524	-14.886	0.49097	0.97872	21	-9.2074	0.46647	0.96757	21	-11.845	0.51277	0.9542
"18"	"Amphetamine addiction"	20	-3.7787	0.99993	1	3.7787	6.6727e-05	0.0022613	-2.6642	0.029872	0.28472	3	0.34656	0.1785	0.78225	17	-3.0354	0.032593	0.5887
"19"	"Amyotrophic lateral sclerosis (ALS)"	21	-0.57299	0.87164	1	0.57299	0.12836	0.3559	-4.4901	0.064077	0.43011	12	-5.4117	0.32325	0.9174	9	-0.60983	0.045163	0.61297
"20"	"Antigen processing and presentation"	24	0.55459	0.56632	1	-0.55459	0.43368	0.67831	-9.0947	0.29683	0.8198	17	-10.545	0.68627	0.99826	7	-0.40745	0.055146	0.61297
"21"	"Apelin signaling pathway"	54	1.3022	0.45574	1	-1.3022	0.54426	0.75106	-17.135	0.5101	0.9847	25	-6.3873	0.1773	0.78225	29	-17.451	0.8209	0.99965
"22"	"Apoptosis"	49	0.4996	0.72669	1	-0.4996	0.27331	0.51775	-19.19	0.77267	0.99992	21	-10.477	0.58922	0.99826	28	-16.313	0.74843	0.99965
"23"	"Arachidonic acid metabolism"	15	0.95394	0.3882	1	-0.95394	0.6118	0.82184	-8.4027	0.42624	0.91644	7	-4.7571	0.40861	0.96519	8	-7.056	0.48759	0.94831
"24"	"Arginine and proline metabolism"	27	4.8155	0.00059395	0.0067507	-4.8155	0.99941	1	-1.7672	0.0045234	0.07207	19	-0.30297	0.016152	0.24868	8	-2.7796	0.13675	0.80097
"25"	"Arginine biosynthesis"	11	4.6318	0.00014962	0.0020743	-4.6318	0.99985	1	-1.5841	0.073018	0.43667	11	-1.5841	0.10162	0.65833	0			
"26"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	36	-1.8106	0.99086	1	1.8106	0.0091362	0.067964	-11.694	0.29835	0.8198	13	-7.0111	0.44246	0.96519	23	-9.3596	0.2252	0.83439
"27"	"Ascorbate and aldarate metabolism"	6	1.6907	0.12862	0.7692	-1.6907	0.87138	1	-1.1927	0.13209	0.64677	4	-1.7152	0.28159	0.88798	2	0.35981	0.15496	0.80097
"28"	"Asthma"	2	0.088304	0.53412	1	-0.088304	0.46588	0.69996	-6.7137	0.80326	0.99992	2	-6.7137	0.82644	0.99826	0			
"29"	"Autoimmune thyroid disease"	4	-0.12261	0.64939	1	0.12261	0.35061	0.60077	-9.1307	0.87237	0.99992	3	-10.221	0.93889	0.99826	1	-0.55719	0.31666	0.85849
"30"	"Autophagy"	56	0.74457	0.66037	1	-0.74457	0.33963	0.59532	-23.652	0.94208	0.99992	26	-9.7633	0.395	0.96519	30	-23.225	0.98957	0.99965
"31"	"Axon guidance"	55	-1.3997	0.98761	1	1.3997	0.012387	0.082132	-18.526	0.63896	0.99992	24	-13.984	0.81696	0.99826	31	-12.371	0.32199	0.85849
"32"	"B cell receptor signaling pathway"	27	-2.0117	0.99177	1	2.0117	0.0082254	0.062719	-16.195	0.847	0.99992	8	-9.1139	0.80203	0.99826	19	-13.392	0.71337	0.99965
"33"	"Bacterial invasion of epithelial cells"	42	1.1316	0.46374	1	-1.1316	0.53626	0.75106	-13.667	0.37324	0.9053	23	-7.8598	0.31171	0.91069	19	-11.672	0.54885	0.96187
"34"	"Basal cell carcinoma"	4	-0.057577	0.62882	1	0.057577	0.37118	0.61863	-12.98	0.98279	0.99992	2	-11.61	0.98384	0.99826	2	-6.7458	0.7968	0.99965
"35"	"Basal transcription factors"	4	-0.32233	0.70964	1	0.32233	0.29036	0.53672	-8.4219	0.83089	0.99992	1	-0.78721	0.37403	0.96519	3	-9.2703	0.89156	0.99965
"36"	"Base excision repair"	8	0.081485	0.63558	1	-0.081485	0.36442	0.61358	-15.766	0.98639	0.99992	4	-12.526	0.97689	0.99826	4	-9.77	0.89179	0.99965
"37"	"Bile secretion"	15	0.40641	0.56937	1	-0.40641	0.43063	0.67702	-9.1588	0.49963	0.98009	6	-5.8806	0.56797	0.99826	9	-7.0225	0.45156	0.94677
"38"	"Biosynthesis of unsaturated fatty acids"	11	2.171	0.073682	0.53507	-2.171	0.92632	1	-6.4325	0.38227	0.9053	7	-3.6925	0.31146	0.91069	4	-5.7824	0.58324	0.97431
"39"	"Bladder cancer"	12	-0.015004	0.68762	1	0.015004	0.31238	0.55393	-9.6301	0.66	0.99992	5	-6.9104	0.68443	0.99826	7	-6.7684	0.49428	0.94831
"40"	"Breast cancer"	22	-0.99105	0.92943	1	0.99105	0.070572	0.23396	-16.897	0.93803	0.99992	8	-11.411	0.92108	0.99826	14	-12.555	0.76252	0.99965
"41"	"Butanoate metabolism"	16	7.1745	3.9613e-09	9.2937e-08	-7.1745	1	1	-1.9033	0.032062	0.28761	15	0.15398	0.023294	0.31553	1	-8.2095	0.92488	0.99965
"42"	"C-type lectin receptor signaling pathway"	33	-1.8396	0.9925	1	1.8396	0.0074953	0.058617	-16.403	0.75954	0.99992	8	-6.129	0.54648	0.99826	25	-15.379	0.748	0.99965
"43"	"Calcium signaling pathway"	51	-2.5298	0.9993	1	2.5298	0.00069626	0.011201	-6.4126	0.0047259	0.07207	21	-4.8555	0.12591	0.72319	30	-4.2986	0.0084058	0.33513
"44"	"Carbohydrate digestion and absorption"	12	-1.099	0.92197	1	1.099	0.07803	0.25052	-7.2138	0.4255	0.91644	4	-1.23	0.24399	0.88478	8	-7.9653	0.57736	0.97431
"45"	"Cardiac muscle contraction"	41	7.552	1.4873e-08	3.2403e-07	-7.552	1	1	2.9909	1.1923e-05	0.00036366	30	6.375	6.1717e-06	0.00018392	11	-4.7537	0.1916	0.82756
"46"	"Cell adhesion molecules (CAMs)"	24	1.4318	0.28341	1	-1.4318	0.71659	0.91067	-21.74	0.99534	0.99992	18	-18.686	0.99053	0.99826	6	-11.114	0.8967	0.99965
"47"	"Cell cycle"	32	-2.2987	0.9963	1	2.2987	0.0036999	0.037616	-24.146	0.99784	0.99992	5	-14.353	0.98712	0.99826	27	-20.111	0.95571	0.99965
"48"	"Cellular senescence"	49	-0.66701	0.94922	1	0.66701	0.050785	0.1931	-12.07	0.15827	0.64909	19	-5.7802	0.21258	0.83969	30	-10.826	0.22081	0.83439
"49"	"Central carbon metabolism in cancer"	33	1.1554	0.41928	1	-1.1554	0.58072	0.79426	-9.033	0.14779	0.64677	18	-5.5001	0.20007	0.83969	15	-7.3731	0.2905	0.85849
"50"	"Chagas disease (American trypanosomiasis)"	33	-0.29157	0.85768	1	0.29157	0.14232	0.36785	-20.494	0.95318	0.99992	13	-10.867	0.78067	0.99826	20	-17.563	0.94221	0.99965
"51"	"Chemical carcinogenesis"	21	2.9787	0.023621	0.20013	-2.9787	0.97638	1	-4.6128	0.067953	0.43011	17	-1.2597	0.039055	0.44763	4	-7.9721	0.7804	0.99965
"52"	"Chemokine signaling pathway"	50	0.14149	0.8092	1	-0.14149	0.1908	0.4279	-23.746	0.96468	0.99992	22	-9.6652	0.48308	0.97958	28	-23.165	0.99264	0.99965
"53"	"Cholesterol metabolism"	21	1.51	0.24364	1	-1.51	0.75636	0.94296	-6.2055	0.13587	0.64677	16	-6.6636	0.3311	0.92212	5	-0.79712	0.11317	0.79773
"54"	"Choline metabolism in cancer"	35	-0.60022	0.9012	1	0.60022	0.098801	0.28699	-15.941	0.70907	0.99992	17	-10.276	0.66283	0.99826	18	-12.243	0.67005	0.99965
"55"	"Cholinergic synapse"	30	-1.2107	0.96774	1	1.2107	0.032262	0.155	-12.076	0.45964	0.94087	11	-4.7211	0.30087	0.90566	19	-11.582	0.5397	0.96187
"56"	"Chronic myeloid leukemia"	30	-1.4331	0.97959	1	1.4331	0.02041	0.11116	-19.267	0.9494	0.99992	12	-13.005	0.91221	0.99826	18	-14.255	0.82988	0.99965
"57"	"Circadian entrainment"	29	-1.3864	0.96748	1	1.3864	0.032524	0.155	-8.9521	0.20024	0.70507	11	-4.4275	0.27688	0.88798	18	-7.9017	0.2521	0.85714
"58"	"Circadian rhythm"	9	-1.5479	0.94701	1	1.5479	0.052986	0.19695	-6.285	0.4515	0.93763	1	-8.2095	0.92946	0.99826	8	-3.7637	0.19761	0.82756
"59"	"Citrate cycle (TCA cycle)"	29	13.602	0	0	-13.602	1	1	8.9626	9.7454e-08	3.3026e-06	28	10.673	8.0937e-08	3.0149e-06	1	-8.2095	0.92488	0.99965
"60"	"Cocaine addiction"	10	1.1517	0.28824	1	-1.1517	0.71176	0.90831	-5.589	0.33568	0.85319	5	0.24187	0.11484	0.72319	5	-8.1459	0.73673	0.99965
"61"	"Collecting duct acid secretion"	11	1.4174	0.21613	1	-1.4174	0.78387	0.96346	-3.3647	0.15155	0.64909	8	-2.9462	0.25338	0.88478	3	-1.6318	0.2384	0.85714
"62"	"Colorectal cancer"	31	0.061431	0.77765	1	-0.061431	0.22235	0.46756	-16.377	0.79964	0.99992	11	-3.5984	0.21463	0.83969	20	-17.72	0.94674	0.99965
"63"	"Complement and coagulation cascades"	38	1.2061	0.45787	1	-1.2061	0.54213	0.75106	-16.978	0.74251	0.99992	28	-14.615	0.7896	0.99826	10	-8.6414	0.56828	0.97431
"64"	"Cortisol synthesis and secretion"	9	-0.42647	0.75494	1	0.42647	0.24506	0.48851	-5.7532	0.4002	0.91365	4	-4.3465	0.51905	0.99825	5	-3.8312	0.32676	0.85849
"65"	"Cushing syndrome"	33	-1.1051	0.96295	1	1.1051	0.037045	0.16588	-14.297	0.58102	0.99992	13	-10.402	0.74647	0.99826	20	-9.9791	0.35029	0.89695
"66"	"Cysteine and methionine metabolism"	29	3.6751	0.0069607	0.066345	-3.6751	0.99304	1	-0.44044	0.0017848	0.030243	18	2.713	0.0023481	0.053826	11	-4.1856	0.1552	0.80097
"67"	"Cytokine-cytokine receptor interaction"	3	-0.34061	0.71316	1	0.34061	0.28684	0.53672	-9.5597	0.91945	0.99992	0				3	-9.5597	0.90466	0.99965
"68"	"Cytosolic DNA-sensing pathway"	11	0.1287	0.63667	1	-0.1287	0.36333	0.61358	-19.628	0.99776	0.99992	4	-11.772	0.96516	0.99826	7	-15.706	0.98642	0.99965
"69"	"D-Glutamine and D-glutamate metabolism"	3	1.172	0.24254	1	-1.172	0.75746	0.94296	-4.739	0.58012	0.99992	3	-4.739	0.60485	0.99826	0			
"70"	"DNA replication"	9	-0.7402	0.82877	1	0.7402	0.17123	0.40173	-9.5871	0.75537	0.99992	2	-4.2562	0.63224	0.99826	7	-8.5958	0.67014	0.99965
"71"	"Dilated cardiomyopathy (DCM)"	45	-1.0977	0.96696	1	1.0977	0.033043	0.15505	-9.7639	0.086421	0.48812	18	-4.6794	0.14921	0.7667	27	-8.7845	0.13248	0.80097
"72"	"Dopaminergic synapse"	46	-2.3428	0.99814	1	2.3428	0.0018644	0.023694	-12.184	0.20835	0.71401	13	-3.0296	0.13702	0.74242	33	-12.484	0.27603	0.85849
"73"	"Drug metabolism"	38	2.7993	0.067491	0.50207	-2.7993	0.93251	1	-12.455	0.32351	0.8362	30	-10.473	0.3707	0.96519	8	-6.863	0.46847	0.94677
"74"	"ECM-receptor interaction"	38	2.5952	0.093941	0.58474	-2.5952	0.90606	1	-13.787	0.44779	0.93763	26	-9.4776	0.36862	0.96519	12	-10.583	0.67771	0.99965
"75"	"Endocrine and other factor-regulated calcium reabsorption"	21	-0.93353	0.92657	1	0.93353	0.073429	0.24081	-12.612	0.68375	0.99992	7	-10.718	0.89031	0.99826	14	-7.8671	0.31728	0.85849
"76"	"Endocytosis"	125	-0.32118	0.96247	1	0.32118	0.037528	0.16588	-24.727	0.37813	0.9053	58	-15.703	0.48325	0.97958	67	-19.163	0.3134	0.85849
"77"	"Endometrial cancer"	20	-0.48275	0.83781	1	0.48275	0.16219	0.38952	-12.837	0.71549	0.99992	8	-6.0394	0.53776	0.99826	12	-11.641	0.76756	0.99965
"78"	"Epithelial cell signaling in Helicobacter pylori infection"	30	0.73575	0.55024	1	-0.73575	0.44976	0.69632	-17.29	0.87711	0.99992	18	-12.391	0.79524	0.99826	12	-12.163	0.8061	0.99965
"79"	"Epstein-Barr virus infection"	74	-2.8984	0.99988	1	2.8984	0.00011911	0.0032084	-29.256	0.98927	0.99992	28	-22.863	0.99725	0.99826	46	-19.269	0.6766	0.99965
"80"	"ErbB signaling pathway"	39	-2.2228	0.99817	1	2.2228	0.0018263	0.023694	-18.2	0.80007	0.99992	15	-12.619	0.87656	0.99826	24	-13.223	0.57644	0.97431
"81"	"Estrogen signaling pathway"	34	-0.26196	0.85136	1	0.26196	0.14864	0.37467	-10.481	0.25349	0.74342	15	-5.6509	0.28794	0.88798	19	-8.999	0.28713	0.85849
"82"	"Ether lipid metabolism"	10	-0.84953	0.87757	1	0.84953	0.12243	0.34259	-13.782	0.94195	0.99992	4	-16.419	0.99825	0.99826	6	-4.3862	0.32072	0.85849
"83"	"Fanconi anemia pathway"	5	-2.0554	0.98049	1	2.0554	0.019511	0.1082	-5.8046	0.54296	0.99992	0				5	-5.8046	0.51837	0.9542
"84"	"Fat digestion and absorption"	9	1.5717	0.16836	0.96837	-1.5717	0.83164	1	-4.7932	0.31231	0.82714	7	-5.1792	0.44917	0.96519	2	-0.47859	0.21254	0.83007
"85"	"Fatty acid biosynthesis"	7	1.5297	0.17579	0.96837	-1.5297	0.82421	1	-2.0933	0.16781	0.6647	3	2.3945	0.080891	0.63435	4	-4.8429	0.48742	0.94831
"86"	"Fatty acid degradation"	32	8.6363	2.2792e-11	5.7929e-10	-8.6363	1	1	-0.9354	0.00099321	0.017819	28	0.3844	0.0027209	0.057916	4	-3.6627	0.36876	0.91086
"87"	"Fatty acid elongation"	15	5.7038	1.0037e-05	0.00015306	-5.7038	0.99999	1	0.16228	0.011245	0.1429	11	3.6764	0.0056898	0.10597	4	-5.7824	0.58324	0.97431
"88"	"Fc epsilon RI signaling pathway"	27	-1.2285	0.96009	1	1.2285	0.039915	0.17147	-14.583	0.73156	0.99992	10	-6.9489	0.51923	0.99825	17	-13.048	0.73548	0.99965
"89"	"Fc gamma R-mediated phagocytosis"	41	-0.86587	0.94162	1	0.86587	0.058383	0.20467	-11.965	0.24944	0.73863	19	-7.7153	0.37335	0.96519	22	-9.164	0.24661	0.85714
"90"	"Ferroptosis"	21	0.6984	0.50716	1	-0.6984	0.49284	0.72531	-6.3734	0.14509	0.64677	10	-2.8884	0.17051	0.78225	11	-6.0522	0.29229	0.85849
"91"	"Fluid shear stress and atherosclerosis"	58	0.89431	0.61032	1	-0.89431	0.38968	0.64059	-21.794	0.85934	0.99992	28	-10.862	0.46341	0.96757	30	-19.809	0.92814	0.99965
"92"	"Focal adhesion"	101	0.29063	0.86532	1	-0.29063	0.13468	0.36034	-19.92	0.20326	0.70507	54	-12.213	0.21978	0.83969	47	-16.11	0.37598	0.91964
"93"	"Folate biosynthesis"	11	0.90108	0.37047	1	-0.90108	0.62953	0.83481	-1.4629	0.069099	0.43011	6	-1.9691	0.21503	0.83969	5	-0.012716	0.079779	0.7394
"94"	"FoxO signaling pathway"	42	-1.6243	0.98732	1	1.6243	0.012677	0.082265	-17.477	0.73105	0.99992	12	-12.608	0.89611	0.99826	30	-12.705	0.38105	0.91964
"95"	"Fructose and mannose metabolism"	21	-1.3551	0.96568	1	1.3551	0.034317	0.15859	-3.9353	0.048658	0.38053	11	-7.5697	0.56339	0.99826	10	2.2364	0.006559	0.33513
"96"	"GABAergic synapse"	19	-0.1926	0.78713	1	0.1926	0.21287	0.45088	-8.7829	0.37688	0.9053	9	-5.2106	0.3902	0.96519	10	-7.1631	0.42524	0.94189
"97"	"Galactose metabolism"	15	-0.96489	0.90722	1	0.96489	0.09278	0.28222	-3.7438	0.092403	0.51242	9	-3.8937	0.2766	0.88798	6	-1.1506	0.097303	0.78638
"98"	"Gap junction"	28	-1.0778	0.95712	1	1.0778	0.042881	0.17916	-10.619	0.3596	0.89745	11	-9.5809	0.73914	0.99826	17	-5.9219	0.12904	0.80097
"99"	"Gastric acid secretion"	23	-1.7557	0.9818	1	1.7557	0.018196	0.10471	-4.8722	0.056451	0.40041	7	-3.079	0.26047	0.88478	16	-3.805	0.051321	0.61297
"100"	"Gastric cancer"	29	-1.1485	0.94976	1	1.1485	0.050239	0.1931	-20.624	0.97736	0.99992	10	-10.53	0.8239	0.99826	19	-17.841	0.95568	0.99965
"101"	"Glioma"	25	-2.4622	0.99752	1	2.4622	0.0024832	0.028051	-12.916	0.62026	0.99992	9	-13.495	0.9552	0.99826	16	-6.0232	0.14472	0.80097
"102"	"Glucagon signaling pathway"	49	-1.775	0.9956	1	1.775	0.0043999	0.041937	-11.86	0.14614	0.64677	17	-9.4614	0.58829	0.99826	32	-7.7803	0.046748	0.61297
"103"	"Glutamatergic synapse"	27	-1.0306	0.94388	1	1.0306	0.056122	0.20138	-8.775	0.19899	0.70507	9	-4.9245	0.36427	0.96519	18	-7.265	0.20316	0.82756
"104"	"Glutathione metabolism"	34	3.5155	0.012513	0.11225	-3.5155	0.98749	1	-6.4649	0.052058	0.39694	25	-3.4584	0.054388	0.50233	9	-6.8017	0.43021	0.94189
"105"	"Glycerolipid metabolism"	20	1.1415	0.34042	1	-1.1415	0.65958	0.85971	-6.2776	0.15585	0.64909	12	-5.7786	0.35531	0.96519	8	-2.8484	0.14054	0.80097
"106"	"Glycerophospholipid metabolism"	29	0.088956	0.7225	1	-0.088956	0.2775	0.52246	-17.633	0.89859	0.99992	16	-15.815	0.95597	0.99826	13	-8.7908	0.45242	0.94677
"107"	"Glycine, serine and threonine metabolism"	17	3.1483	0.016214	0.14129	-3.1483	0.98379	1	-3.849	0.072416	0.43667	13	-4.1795	0.20619	0.83969	4	-0.4002	0.12009	0.80097
"108"	"Glycolysis / Gluconeogenesis"	47	0.22412	0.74835	1	-0.22412	0.25165	0.49202	0.99718	1.9462e-05	0.00049465	25	-0.84876	0.013629	0.22564	22	2.3623	0.00018106	0.026163
"109"	"Glycosaminoglycan degradation"	5	2.2422	0.061965	0.47248	-2.2422	0.93804	1	-5.8083	0.54333	0.99992	5	-5.8083	0.58748	0.99826	0			
"110"	"Glycosphingolipid biosynthesis"	2	1.8966	0.077892	0.55249	-1.8966	0.92211	1	0.97014	0.14808	0.64677	2	0.97014	0.17276	0.78225	0			
"111"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	4	0.40211	0.47627	1	-0.40211	0.52373	0.74297	-9.1133	0.87145	0.99992	1	0.23631	0.28487	0.88798	3	-10.66	0.94395	0.99965
"112"	"Glyoxylate and dicarboxylate metabolism"	23	8.9654	4.0994e-12	1.1366e-10	-8.9654	1	1	3.5372	0.00010957	0.0023871	22	3.6645	0.00050253	0.012479	1	-0.22387	0.28757	0.85849
"113"	"GnRH signaling pathway"	33	-3.2103	0.99986	1	3.2103	0.00013675	0.0032084	-10.433	0.23779	0.73863	9	-7.0489	0.56345	0.99826	24	-7.9171	0.13585	0.80097
"114"	"Graft-versus-host disease"	4	-0.12261	0.64939	1	0.12261	0.35061	0.60077	-9.1307	0.87237	0.99992	3	-10.221	0.93889	0.99826	1	-0.55719	0.31666	0.85849
"115"	"HIF-1 signaling pathway"	51	-2.3196	0.99872	1	2.3196	0.0012807	0.017756	-13.227	0.19349	0.70254	19	-9.5172	0.54731	0.99826	32	-9.3646	0.10068	0.78638
"116"	"Hedgehog signaling pathway"	9	-2.309	0.98763	1	2.309	0.012372	0.082132	-9.5239	0.75045	0.99992	0				9	-9.5239	0.68845	0.99965
"117"	"Hematopoietic cell lineage"	14	1.4511	0.25506	1	-1.4511	0.74494	0.93887	-11.694	0.76321	0.99992	10	-5.526	0.3812	0.96519	4	-13.14	0.98227	0.99965
"118"	"Hepatitis B"	53	-1.1723	0.98105	1	1.1723	0.018951	0.10704	-23.844	0.95413	0.99992	18	-14.159	0.89475	0.99826	35	-19.188	0.83547	0.99965
"119"	"Hepatitis C"	50	-1.4043	0.98403	1	1.4043	0.01597	0.095506	-22.179	0.92161	0.99992	15	-13.663	0.92149	0.99826	35	-17.564	0.71339	0.99965
"120"	"Hepatocellular carcinoma"	43	-1.1369	0.96925	1	1.1369	0.030749	0.15375	-18.19	0.77628	0.99992	18	-11.81	0.75313	0.99826	25	-13.835	0.60562	0.98884
"121"	"Herpes simplex virus 1 infection"	59	0.062046	0.84753	1	-0.062046	0.15247	0.37807	-26.669	0.98777	0.99992	27	-17.215	0.93362	0.99826	32	-20.4	0.93389	0.99965
"122"	"Hippo signaling pathway"	34	-3.1036	0.99978	1	3.1036	0.00022217	0.0045175	-17.208	0.82832	0.99992	8	-14.805	0.98761	0.99826	26	-11.466	0.32263	0.85849
"123"	"Histidine metabolism"	10	2.0993	0.084783	0.57987	-2.0993	0.91522	1	2.3722	0.0090521	0.12004	7	2.1965	0.026595	0.34458	3	0.97589	0.08443	0.7394
"124"	"Homologous recombination"	8	-1.1308	0.91467	1	1.1308	0.085327	0.2683	-4.5464	0.30843	0.82714	2	-0.30677	0.26425	0.88478	6	-5.0726	0.38617	0.92234
"125"	"Human T-cell leukemia virus 1 infection"	61	1.0369	0.57357	1	-1.0369	0.42643	0.67702	-23.155	0.88793	0.99992	31	-12.018	0.53975	0.99826	30	-20.801	0.95622	0.99965
"126"	"Human cytomegalovirus infection"	77	-0.33296	0.93344	1	0.33296	0.066564	0.22558	-28.197	0.97564	0.99992	36	-20.53	0.97156	0.99826	41	-19.404	0.78433	0.99965
"127"	"Human immunodeficiency virus 1 infection"	80	-1.2328	0.98836	1	1.2328	0.011642	0.0807	-25.938	0.89978	0.99992	29	-14.262	0.76549	0.99826	51	-21.731	0.8118	0.99965
"128"	"Human papillomavirus infection"	110	0.50208	0.85183	1	-0.50208	0.14817	0.37467	-35.829	0.99719	0.99992	53	-23.451	0.97717	0.99826	57	-27.16	0.97875	0.99965
"129"	"Huntington disease"	113	21.302	0	0	-21.302	1	1	6.3552	2.6201e-14	1.5983e-12	97	13.934	0	0	16	-17.419	0.97017	0.99965
"130"	"Hypertrophic cardiomyopathy (HCM)"	48	-0.63688	0.94085	1	0.63688	0.059151	0.20501	-12.571	0.21327	0.71482	20	-8.1106	0.37267	0.96519	28	-9.6049	0.14396	0.80097
"131"	"IL-17 signaling pathway"	25	-0.10417	0.79087	1	0.10417	0.20913	0.44984	-20.604	0.98723	0.99992	10	-9.0606	0.71513	0.99826	15	-19.201	0.98845	0.99965
"132"	"Inflammatory bowel disease (IBD)"	8	-0.65616	0.83383	1	0.65616	0.16617	0.39595	-9.6042	0.76448	0.99992	2	-6.7137	0.82644	0.99826	6	-7.2139	0.60291	0.98884
"133"	"Inflammatory mediator regulation of TRP channels"	29	-3.2221	0.99967	1	3.2221	0.00032968	0.0062846	-11.551	0.41771	0.91644	7	-10.624	0.88594	0.99826	22	-7.269	0.12326	0.80097
"134"	"Influenza A"	56	-0.16706	0.88031	1	0.16706	0.11969	0.33801	-17.709	0.55286	0.99992	23	-9.3603	0.44913	0.96519	33	-15.254	0.54916	0.96187
"135"	"Inositol phosphate metabolism"	24	-0.90515	0.91896	1	0.90515	0.08104	0.25747	-14.542	0.79282	0.99992	11	-12.417	0.90646	0.99826	13	-8.3365	0.4065	0.934
"136"	"Insulin resistance"	53	-0.9847	0.97214	1	0.9847	0.027865	0.14653	-22.128	0.89809	0.99992	18	-10.424	0.63654	0.99826	35	-19.754	0.86858	0.99965
"137"	"Insulin secretion"	22	-3.102	0.99953	1	3.102	0.00047259	0.0084788	-9.7189	0.39332	0.91365	4	-8.9918	0.87549	0.99826	18	-6.5059	0.15288	0.80097
