""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"39"	"Bladder cancer"	12	-0.55476	0.94127	1	0.55476	0.058732	0.24149	-11.348	0.60259	0.99992	4	-9.0944	0.79546	0.95254	8	-7.468	0.39297	0.97855
"40"	"Breast cancer"	22	-0.14616	0.69228	1	0.14616	0.30772	0.63295	-20.013	0.94197	0.99992	8	-8.0686	0.41203	0.78973	14	-18.989	0.98816	0.99997
"41"	"Butanoate metabolism"	16	0.18191	0.35109	1	-0.18191	0.64891	0.8458	-10.822	0.3307	0.74164	9	-5.2056	0.11401	0.60456	7	-10.459	0.75857	0.99997
"42"	"C-type lectin receptor signaling pathway"	33	-1.2311	0.99964	1	1.2311	0.00036232	0.0069066	-19.705	0.73006	0.99992	8	-11.062	0.73557	0.92332	25	-16.382	0.63601	0.99997
"43"	"Calcium signaling pathway"	51	-0.53057	0.92995	1	0.53057	0.070052	0.26707	-15.615	0.034891	0.3218	23	-10.308	0.095873	0.60456	28	-11.731	0.078378	0.72705
"44"	"Carbohydrate digestion and absorption"	12	0.30569	0.22729	1	-0.30569	0.77271	0.89762	-10.142	0.46113	0.88262	8	-5.4909	0.16953	0.60456	4	-9.8005	0.84954	0.99997
"45"	"Cardiac muscle contraction"	41	1.4474	0.00012577	0.0047951	-1.4474	0.99987	1	-9.0532	0.00081851	0.024965	33	-7.0427	0.0010209	0.033918	8	-6.1914	0.25619	0.85438
"46"	"Cell adhesion molecules (CAMs)"	24	-0.0072278	0.51748	1	0.0072278	0.48252	0.7392	-24.548	0.99547	0.99992	10	-16.963	0.978	0.99126	14	-17.804	0.97256	0.99997
"47"	"Cell cycle"	32	0.076841	0.44688	1	-0.076841	0.55312	0.79203	-27.153	0.99743	0.99992	17	-19.598	0.97335	0.99126	15	-18.796	0.98191	0.99997
"48"	"Cellular senescence"	49	-0.062038	0.60344	1	0.062038	0.39656	0.66456	-18.182	0.15466	0.56805	25	-11.598	0.10754	0.60456	24	-14.143	0.42305	0.97855
"49"	"Central carbon metabolism in cancer"	33	-0.30303	0.81685	1	0.30303	0.18315	0.48563	-15.602	0.2942	0.73551	12	-7.3894	0.15745	0.60456	21	-13.972	0.5204	0.99997
"50"	"Chagas disease (American trypanosomiasis)"	33	-0.92461	0.9948	1	0.92461	0.0052019	0.054571	-21.607	0.8745	0.99992	11	-12.871	0.76407	0.9363	22	-17.362	0.82707	0.99997
"51"	"Chemical carcinogenesis"	21	-0.088305	0.61454	1	0.088305	0.38546	0.65473	-7.9419	0.0347	0.3218	9	-4.4193	0.076155	0.5645	12	-6.6788	0.12922	0.80223
"52"	"Chemokine signaling pathway"	50	-0.55243	0.94332	1	0.55243	0.056676	0.24149	-27.529	0.95235	0.99992	19	-17.942	0.89039	0.96981	31	-20.916	0.8829	0.99997
"53"	"Cholesterol metabolism"	21	-0.011754	0.53753	1	0.011754	0.46247	0.73085	-10.342	0.13467	0.54575	9	-6.0947	0.17106	0.60456	12	-8.4034	0.2675	0.85438
"54"	"Choline metabolism in cancer"	35	-0.56989	0.94043	1	0.56989	0.05957	0.24149	-20.079	0.68221	0.99992	14	-10.05	0.31215	0.7014	21	-17.717	0.86921	0.99997
"55"	"Cholinergic synapse"	30	-0.23972	0.76277	1	0.23972	0.23723	0.53997	-17.138	0.55527	0.95848	15	-11.712	0.47145	0.80094	15	-12.524	0.60552	0.99997
"56"	"Chronic myeloid leukemia"	30	-0.55594	0.94047	1	0.55594	0.059527	0.24149	-22.424	0.9555	0.99992	9	-10.628	0.63788	0.88763	21	-19.844	0.95831	0.99997
"57"	"Circadian entrainment"	29	-0.40293	0.86028	1	0.40293	0.13972	0.41779	-14.123	0.23908	0.68172	13	-11.572	0.51924	0.81336	16	-8.5836	0.15925	0.84743
"58"	"Circadian rhythm"	9	0.84159	0.014649	0.31914	-0.84159	0.98535	1	-7.0182	0.24587	0.68172	9	-7.0182	0.2468	0.677	0			
"59"	"Citrate cycle (TCA cycle)"	29	1.249	0.00047992	0.014638	-1.249	0.99952	1	-7.1738	0.0029005	0.06805	24	-6.7523	0.0087469	0.16346	5	-2.4831	0.10625	0.7518
"60"	"Cocaine addiction"	10	-0.24633	0.7552	1	0.24633	0.2448	0.54498	-7.3104	0.23743	0.68172	2	-0.88529	0.14839	0.60456	8	-7.7306	0.4236	0.97855
"61"	"Collecting duct acid secretion"	11	-1.096	0.99707	1	1.096	0.0029284	0.035662	-3.9232	0.035872	0.3218	3	-5.7069	0.51489	0.81336	8	-1.1056	0.014515	0.64522
"62"	"Colorectal cancer"	31	-0.2089	0.72728	1	0.2089	0.27272	0.59415	-20.151	0.80054	0.99992	12	-9.1303	0.3108	0.7014	19	-18.484	0.92816	0.99997
"63"	"Complement and coagulation cascades"	38	-0.14432	0.70859	1	0.14432	0.29141	0.61069	-20.284	0.65351	0.99992	17	-13.115	0.53091	0.8225	21	-15.485	0.68588	0.99997
"64"	"Cortisol synthesis and secretion"	9	-0.29887	0.80244	1	0.29887	0.19756	0.48563	-7.1274	0.25637	0.69664	4	-5.5957	0.43276	0.7968	5	-4.5575	0.25994	0.85438
"65"	"Cushing syndrome"	33	-0.12876	0.66944	1	0.12876	0.33056	0.63503	-18.838	0.64399	0.99992	17	-14.258	0.65713	0.89617	16	-12.358	0.54177	0.99997
"66"	"Cysteine and methionine metabolism"	29	0.11128	0.38861	1	-0.11128	0.61139	0.83621	-8.3006	0.0076224	0.16606	13	-2.5172	0.0058651	0.12783	16	-8.906	0.18316	0.85438
"67"	"Cytokine-cytokine receptor interaction"	3	0.081169	0.40876	1	-0.081169	0.59124	0.82478	-10.182	0.92204	0.99992	3	-10.182	0.90713	0.96981	0			
"68"	"Cytosolic DNA-sensing pathway"	11	0.17285	0.3731	1	-0.17285	0.6269	0.83861	-20.749	0.99898	0.99992	4	-5.6755	0.44171	0.7968	7	-21.72	0.99997	0.99997
"69"	"D-Glutamine and D-glutamate metabolism"	3	0.23776	0.2676	1	-0.23776	0.7324	0.89285	-5.472	0.52528	0.94183	2	-5.9158	0.66491	0.89617	1	-1.1115	0.29115	0.86764
"70"	"DNA replication"	9	-0.016041	0.53942	1	0.016041	0.46058	0.73085	-12.493	0.83288	0.99992	4	-5.7762	0.45303	0.7968	5	-11.595	0.91968	0.99997
"71"	"Dilated cardiomyopathy (DCM)"	45	-1.8265	1	1	1.8265	1.5498e-06	0.00011817	-12.936	0.01336	0.21446	18	-8.8789	0.12316	0.60456	27	-9.4512	0.031921	0.64522
"72"	"Dopaminergic synapse"	46	-0.89732	0.99097	1	0.89732	0.0090302	0.078692	-17.415	0.15645	0.56805	19	-15.861	0.73554	0.92332	27	-9.4255	0.031389	0.64522
"73"	"Drug metabolism"	38	-0.54945	0.94421	1	0.54945	0.055791	0.24149	-15.052	0.1264	0.54575	16	-10.672	0.28381	0.69099	22	-10.681	0.16983	0.85438
"74"	"ECM-receptor interaction"	38	-2.2621	1	1	2.2621	1.0156e-09	3.0975e-07	-13.704	0.061801	0.36249	8	-7.5477	0.35547	0.73545	30	-11.526	0.060452	0.67806
"75"	"Endocrine and other factor-regulated calcium reabsorption"	21	0.33272	0.21414	1	-0.33272	0.78586	0.8977	-13.757	0.46301	0.88262	15	-13.003	0.62208	0.88043	6	-5.1778	0.25658	0.85438
"76"	"Endocytosis"	125	-0.041749	0.60634	1	0.041749	0.39366	0.66335	-32.933	0.32696	0.74121	63	-25.169	0.51816	0.81336	62	-21.391	0.23783	0.85438
"77"	"Endometrial cancer"	20	-0.28938	0.80458	1	0.28938	0.19542	0.48563	-15.492	0.68149	0.99992	6	-5.4074	0.25705	0.68016	14	-14.976	0.86487	0.99997
"78"	"Epithelial cell signaling in Helicobacter pylori infection"	30	-1.3015	0.99981	1	1.3015	0.00019445	0.004826	-18.379	0.69342	0.99992	8	-15.604	0.97273	0.99126	22	-12.052	0.28588	0.86764
"79"	"Epstein-Barr virus infection"	74	-0.3146	0.82711	1	0.3146	0.17289	0.47505	-36.204	0.99812	0.99992	30	-23.368	0.97581	0.99126	44	-27.655	0.98855	0.99997
"80"	"ErbB signaling pathway"	39	-0.42765	0.87855	1	0.42765	0.12145	0.39405	-22.335	0.82405	0.99992	15	-10.03	0.28441	0.69099	24	-20.542	0.95453	0.99997
"81"	"Estrogen signaling pathway"	34	-0.68256	0.96405	1	0.68256	0.035953	0.19582	-16.371	0.32808	0.74121	12	-9.3944	0.33871	0.72339	22	-13.413	0.42905	0.98351
"82"	"Ether lipid metabolism"	10	-0.37426	0.84687	1	0.37426	0.15313	0.44061	-13.797	0.87322	0.99992	3	-5.8365	0.52972	0.8225	7	-12.67	0.91121	0.99997
"83"	"Fanconi anemia pathway"	5	0.10433	0.39864	1	-0.10433	0.60136	0.8262	-8.646	0.70985	0.99992	3	-5.9425	0.54182	0.82655	2	-6.3924	0.72408	0.99997
"84"	"Fat digestion and absorption"	9	0.0043386	0.51788	1	-0.0043386	0.48212	0.7392	-7.9481	0.34208	0.74826	5	-2.7765	0.11288	0.60456	4	-8.8179	0.77392	0.99997
"85"	"Fatty acid biosynthesis"	7	0.36547	0.15978	1	-0.36547	0.84022	0.9285	-5.267	0.19745	0.63488	4	-4.9391	0.36091	0.73912	3	-2.3423	0.19911	0.85438
"86"	"Fatty acid degradation"	32	0.62986	0.06138	1	-0.62986	0.93862	0.99058	-11.989	0.0604	0.36122	21	-8.1701	0.042586	0.49187	11	-9.1607	0.39674	0.97855
"87"	"Fatty acid elongation"	15	-0.19032	0.71786	1	0.19032	0.28214	0.60176	-7.0524	0.078691	0.40719	8	-5.3303	0.15824	0.60456	7	-4.6253	0.15759	0.84743
"88"	"Fc epsilon RI signaling pathway"	27	-0.59348	0.93817	1	0.59348	0.061834	0.24179	-16.918	0.60731	0.99992	9	-10.082	0.57757	0.85492	18	-13.592	0.58535	0.99997
"89"	"Fc gamma R-mediated phagocytosis"	41	0.18351	0.34612	1	-0.18351	0.65388	0.84865	-17.87	0.29198	0.73551	20	-9.1661	0.077407	0.5645	21	-16.025	0.73841	0.99997
"90"	"Ferroptosis"	21	0.10234	0.42099	1	-0.10234	0.57901	0.81758	-10.269	0.13004	0.54575	12	-8.566	0.25483	0.68016	9	-5.7957	0.15544	0.84743
"91"	"Fluid shear stress and atherosclerosis"	58	-0.56352	0.93827	1	0.56352	0.061726	0.24179	-25.4	0.69263	0.99992	24	-16.479	0.64911	0.89042	34	-19.329	0.6954	0.99997
"92"	"Focal adhesion"	101	-1.3195	0.99981	1	1.3195	0.00019412	0.004826	-25.127	0.03268	0.3218	36	-13.288	0.051422	0.53018	65	-21.432	0.18364	0.85438
"93"	"Folate biosynthesis"	11	-0.32086	0.80908	1	0.32086	0.19092	0.48563	-4.7279	0.058548	0.36122	5	-5.3253	0.30586	0.7014	6	-1.5402	0.04266	0.64522
"94"	"FoxO signaling pathway"	42	-0.093487	0.64543	1	0.093487	0.35457	0.64809	-19.921	0.4748	0.89947	17	-8.6801	0.11674	0.60456	25	-18.663	0.83978	0.99997
"95"	"Fructose and mannose metabolism"	21	-0.58647	0.94214	1	0.58647	0.057863	0.24149	-8.8215	0.059952	0.36122	6	-2.3932	0.066066	0.54871	15	-8.9242	0.2173	0.85438
"96"	"GABAergic synapse"	19	-0.63924	0.95175	1	0.63924	0.048246	0.23357	-10.792	0.20377	0.64072	8	-11.951	0.81133	0.95254	11	-3.9911	0.039123	0.64522
"97"	"Galactose metabolism"	15	-0.85241	0.99039	1	0.85241	0.0096082	0.079203	-7.3771	0.093603	0.44363	4	-5.6367	0.43735	0.7968	11	-5.2156	0.079887	0.72705
"98"	"Gap junction"	28	-0.12248	0.63767	1	0.12248	0.36233	0.64974	-14.34	0.27804	0.72397	11	-5.1184	0.057611	0.54279	17	-14.287	0.70684	0.99997
"99"	"Gastric acid secretion"	23	-0.26911	0.79393	1	0.26911	0.20607	0.49488	-8.6546	0.035551	0.3218	11	-7.3658	0.18142	0.60947	12	-4.9295	0.049768	0.65639
"100"	"Gastric cancer"	29	0.059126	0.44253	1	-0.059126	0.55747	0.79225	-23.917	0.98533	0.99992	12	-9.5597	0.35666	0.73545	17	-23.205	0.99929	0.99997
"101"	"Glioma"	25	-0.075654	0.6136	1	0.075654	0.3864	0.65473	-18.174	0.79233	0.99992	10	-8.0324	0.29373	0.69153	15	-16.904	0.93869	0.99997
"102"	"Glucagon signaling pathway"	49	-0.083654	0.62463	1	0.083654	0.37537	0.65421	-20.101	0.32517	0.74121	24	-15.045	0.49042	0.81336	25	-13.401	0.30982	0.87929
"103"	"Glutamatergic synapse"	27	-0.86131	0.9862	1	0.86131	0.013802	0.097897	-12.362	0.14821	0.55807	12	-13.858	0.81473	0.95254	15	-4.1897	0.015353	0.64522
"104"	"Glutathione metabolism"	34	0.034599	0.49239	1	-0.034599	0.50761	0.74714	-10.447	0.015023	0.2291	15	-2.7882	0.0033093	0.089952	19	-11.498	0.29917	0.87305
"105"	"Glycerolipid metabolism"	20	0.36971	0.18003	1	-0.36971	0.81997	0.91274	-9.6782	0.13214	0.54575	11	-6.6216	0.12919	0.60456	9	-7.1069	0.26292	0.85438
"106"	"Glycerophospholipid metabolism"	29	-0.29778	0.78888	1	0.29778	0.21112	0.50271	-20.437	0.87549	0.99992	15	-14.984	0.81534	0.95254	14	-13.904	0.78603	0.99997
"107"	"Glycine, serine and threonine metabolism"	17	-0.0046662	0.53816	1	0.0046662	0.46184	0.73085	-9.414	0.17713	0.59369	8	-5.6026	0.17769	0.60456	9	-7.6561	0.31717	0.89167
"108"	"Glycolysis / Gluconeogenesis"	47	-0.75566	0.97989	1	0.75566	0.020109	0.12624	-10.667	0.0012181	0.031506	18	-6.376	0.031105	0.40437	29	-8.5562	0.010313	0.64522
"109"	"Glycosaminoglycan degradation"	5	0.42942	0.13531	1	-0.42942	0.86469	0.94189	-8.373	0.68197	0.99992	4	-5.2566	0.39521	0.78022	1	-8.2095	0.93611	0.99997
"110"	"Glycosphingolipid biosynthesis"	2	0.48212	0.10462	1	-0.48212	0.89538	0.95486	-1.0812	0.16131	0.57882	2	-1.0812	0.16204	0.60456	0			
"111"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	4	-0.12593	0.63894	1	0.12593	0.36106	0.64974	-9.3928	0.82792	0.99992	3	-10.446	0.91909	0.96981	1	-0.69299	0.25071	0.85438
"112"	"Glyoxylate and dicarboxylate metabolism"	23	0.29253	0.26023	1	-0.29253	0.73977	0.89285	-6.995	0.011179	0.2131	14	-3.1019	0.0064128	0.12783	9	-7.3136	0.28277	0.86764
"113"	"GnRH signaling pathway"	33	-0.6297	0.96206	1	0.6297	0.037938	0.1995	-14.979	0.23693	0.68172	13	-11.417	0.50173	0.81336	20	-10.037	0.16889	0.85438
"114"	"Graft-versus-host disease"	4	-0.17092	0.68037	1	0.17092	0.31963	0.63295	-9.3163	0.82222	0.99992	1	-8.2095	0.9244	0.96981	3	-6.0177	0.59718	0.99997
"115"	"HIF-1 signaling pathway"	51	-0.17558	0.71897	1	0.17558	0.28103	0.60176	-20.412	0.32131	0.74121	21	-8.1347	0.041683	0.49187	30	-19.808	0.83327	0.99997
"116"	"Hedgehog signaling pathway"	9	0.008761	0.51319	1	-0.008761	0.48681	0.7392	-12.665	0.84553	0.99992	4	-5.7673	0.45202	0.7968	5	-11.834	0.92952	0.99997
"117"	"Hematopoietic cell lineage"	14	0.15984	0.36267	1	-0.15984	0.63733	0.84149	-13.063	0.68459	0.99992	8	-7.7182	0.3737	0.76011	6	-11.042	0.85669	0.99997
"118"	"Hepatitis B"	53	-0.54778	0.93987	1	0.54778	0.06013	0.24149	-27.54	0.92943	0.99992	20	-17.127	0.82111	0.9553	33	-21.568	0.89003	0.99997
"119"	"Hepatitis C"	50	-0.36684	0.86295	1	0.36684	0.13705	0.41779	-27.114	0.93903	0.99992	19	-15.781	0.72801	0.92332	31	-22.081	0.93628	0.99997
"120"	"Hepatocellular carcinoma"	43	-0.14362	0.68259	1	0.14362	0.31741	0.63295	-22.45	0.74811	0.99992	18	-10.811	0.26939	0.68162	25	-20.269	0.92625	0.99997
"121"	"Herpes simplex virus 1 infection"	59	-0.089518	0.64587	1	0.089518	0.35413	0.64809	-31.651	0.99159	0.99992	30	-20.63	0.87264	0.96981	29	-24.162	0.99048	0.99997
"122"	"Hippo signaling pathway"	34	0.24916	0.28664	1	-0.24916	0.71336	0.88806	-21.585	0.85829	0.99992	21	-13.927	0.46432	0.79788	13	-17.207	0.96684	0.99997
"123"	"Histidine metabolism"	10	-0.10729	0.62929	1	0.10729	0.37071	0.65356	-1.4993	0.0087117	0.17714	4	-0.65711	0.057788	0.54279	6	-1.3991	0.039036	0.64522
"124"	"Homologous recombination"	8	0.17134	0.33962	1	-0.17134	0.66038	0.85009	-8.4573	0.48692	0.9111	6	-6.075	0.32151	0.71209	2	-6.3924	0.72408	0.99997
"125"	"Human T-cell leukemia virus 1 infection"	61	-1.2291	0.99951	1	1.2291	0.00048518	0.0087047	-26.648	0.77536	0.99992	25	-18.446	0.78722	0.95254	36	-19.316	0.63589	0.99997
"126"	"Human cytomegalovirus infection"	77	-0.39499	0.88593	1	0.39499	0.11407	0.38203	-33.009	0.96263	0.99992	30	-20.983	0.89373	0.96981	47	-25.486	0.92905	0.99997
"127"	"Human immunodeficiency virus 1 infection"	80	-0.61303	0.95925	1	0.61303	0.040747	0.2099	-30.615	0.81215	0.99992	31	-18.247	0.58391	0.86005	49	-24.605	0.84122	0.99997
"128"	"Human papillomavirus infection"	110	-1.7849	1	1	1.7849	5.1603e-07	5.2463e-05	-39.947	0.98729	0.99992	34	-29.399	0.99959	0.99959	76	-28.395	0.73206	0.99997
"129"	"Huntington disease"	113	3.8478	0	0	-3.8478	1	1	-16.483	1.1292e-06	8.6101e-05	98	-11.132	1.066e-08	7.9681e-07	15	-16.787	0.93443	0.99997
"130"	"Hypertrophic cardiomyopathy (HCM)"	48	-1.3417	0.9999	1	1.3417	0.00010256	0.0034758	-14.812	0.028642	0.3218	24	-11.325	0.14026	0.60456	24	-9.6228	0.063596	0.67806
"131"	"IL-17 signaling pathway"	25	-0.70148	0.96732	1	0.70148	0.032677	0.19166	-20.949	0.94561	0.99992	10	-14.326	0.89601	0.96981	15	-15.348	0.86224	0.99997
"132"	"Inflammatory bowel disease (IBD)"	8	0.027815	0.48395	1	-0.027815	0.51605	0.74959	-11.014	0.76864	0.99992	3	-5.9053	0.53758	0.82429	5	-9.358	0.77409	0.99997
"133"	"Inflammatory mediator regulation of TRP channels"	29	-0.023272	0.52953	1	0.023272	0.47047	0.7321	-16.004	0.43855	0.85742	15	-11.493	0.44573	0.7968	14	-11.137	0.49719	0.99997
"134"	"Influenza A"	56	-0.29605	0.78738	1	0.29605	0.21262	0.50271	-23.257	0.52287	0.94183	23	-10.68	0.11491	0.60456	33	-21.38	0.87931	0.99997
"135"	"Inositol phosphate metabolism"	24	-0.37646	0.8412	1	0.37646	0.1588	0.45266	-18.057	0.78152	0.99992	11	-12.763	0.75411	0.93365	13	-12.794	0.70651	0.99997
"136"	"Insulin resistance"	53	0.22147	0.31684	1	-0.22147	0.68316	0.86431	-25.56	0.8136	0.99992	27	-15.734	0.44183	0.7968	26	-20.459	0.93652	0.99997
"137"	"Insulin secretion"	22	0.30286	0.25299	1	-0.30286	0.74701	0.89285	-13.035	0.33361	0.74271	14	-9.0246	0.21632	0.65611	8	-9.6773	0.65253	0.99997
