Name	symbol	info1	info2	info3	location	category	cluster	degree
ENSG00000140548	ZNF710			ENSG00000140548	GENE	115	1	1296
ENSG00000109065	NAT9			ENSG00000109065	GENE	115	1	1572
ENSG00000178685	PARP10			ENSG00000178685	GENE	115	0	1074
ENSG00000087245	MMP2			ENSG00000087245	GENE	115	0	291
ENSG00000141552	ANAPC11			ENSG00000141552	GENE	115	0	1770
ENSG00000171811	CFAP46			ENSG00000171811	GENE	115	0	503
ENSG00000135407	AVIL			ENSG00000135407	GENE	115	1	640
ENSG00000149923	PPP4C			ENSG00000149923	GENE	115	0	2181
ENSG00000101457	DNTTIP1			ENSG00000101457	GENE	115	0	794
ENSG00000118046	STK11			ENSG00000118046	GENE	115	0	2377
ENSG00000072736	NFATC3			ENSG00000072736	GENE	115	1	2460
ENSG00000132780	NASP			ENSG00000132780	GENE	115	1	2640
ENSG00000164692	COL1A2			ENSG00000164692	GENE	115	0	524
ENSG00000138029	HADHB			ENSG00000138029	GENE	115	2	1614
ENSG00000103507	BCKDK			ENSG00000103507	GENE	115	2	1102
ENSG00000105701	FKBP8			ENSG00000105701	GENE	115	0	2324
ENSG00000177595	PIDD1			ENSG00000177595	GENE	115	0	1375
ENSG00000049860	HEXB			ENSG00000049860	GENE	115	1	1554
ENSG00000161204	ABCF3			ENSG00000161204	GENE	115	0	1479
ENSG00000101363	MANBAL			ENSG00000101363	GENE	115	0	1670
ENSG00000167978	SRRM2			ENSG00000167978	GENE	115	0	2921
ENSG00000137871	ZNF280D			ENSG00000137871	GENE	115	1	2933
ENSG00000100266	PACSIN2			ENSG00000100266	GENE	115	2	429
ENSG00000165819	METTL3			ENSG00000165819	GENE	115	0	3814
ENSG00000139405	RITA1			ENSG00000139405	GENE	115	0	1768
ENSG00000062598	ELMO2			ENSG00000062598	GENE	115	1	1523
ENSG00000188488	SERPINA5			ENSG00000188488	GENE	115	0	67
ENSG00000100902	PSMA6			ENSG00000100902	GENE	115	1	1945
ENSG00000168000	BSCL2			ENSG00000168000	GENE	115	0	346
ENSG00000121067	SPOP			ENSG00000121067	GENE	115	1	3000
ENSG00000124523	SIRT5			ENSG00000124523	GENE	115	2	777
ENSG00000163156	SCNM1			ENSG00000163156	GENE	115	0	2493
ENSG00000099290	WASHC2A			ENSG00000099290	GENE	115	0	1777
ENSG00000105325	FZR1			ENSG00000105325	GENE	115	0	1493
ENSG00000132912	DCTN4			ENSG00000132912	GENE	115	1	3062
ENSG00000053372	MRTO4			ENSG00000053372	GENE	115	0	1941
ENSG00000112531	QKI			ENSG00000112531	GENE	115	1	1562
ENSG00000117410	ATP6V0B			ENSG00000117410	GENE	115	0	547
ENSG00000167323	STIM1			ENSG00000167323	GENE	115	0	3276
ENSG00000066135	KDM4A			ENSG00000066135	GENE	115	1	1339
ENSG00000125826	RBCK1			ENSG00000125826	GENE	115	0	1743
ENSG00000160803	UBQLN4			ENSG00000160803	GENE	115	0	1891
ENSG00000167977	KCTD5			ENSG00000167977	GENE	115	0	902
ENSG00000120727	PAIP2			ENSG00000120727	GENE	115	1	3185
ENSG00000144231	POLR2D			ENSG00000144231	GENE	115	1	3481
ENSG00000134058	CDK7			ENSG00000134058	GENE	115	1	853
ENSG00000165055	METTL2B			ENSG00000165055	GENE	115	1	865
ENSG00000169223	LMAN2			ENSG00000169223	GENE	115	0	1553
ENSG00000164258	NDUFS4			ENSG00000164258	GENE	115	2	848
ENSG00000128524	ATP6V1F			ENSG00000128524	GENE	115	0	626
ENSG00000160271	RALGDS			ENSG00000160271	GENE	115	0	1144
ENSG00000125743	SNRPD2			ENSG00000125743	GENE	115	0	1780
ENSG00000154767	XPC			ENSG00000154767	GENE	115	1	3032
ENSG00000090905	TNRC6A			ENSG00000090905	GENE	115	1	2777
ENSG00000142751	GPN2			ENSG00000142751	GENE	115	0	355
ENSG00000167522	ANKRD11			ENSG00000167522	GENE	115	0	1847
ENSG00000105854	PON2			ENSG00000105854	GENE	115	1	3107
ENSG00000156639	ZFAND3			ENSG00000156639	GENE	115	1	2267
ENSG00000169045	HNRNPH1			ENSG00000169045	GENE	115	1	3110
ENSG00000124767	GLO1			ENSG00000124767	GENE	115	1	2734
ENSG00000124193	SRSF6			ENSG00000124193	GENE	115	1	3060
ENSG00000137842	TMEM62			ENSG00000137842	GENE	115	1	1403
ENSG00000085978	ATG16L1			ENSG00000085978	GENE	115	0	1981
ENSG00000018625	ATP1A2			ENSG00000018625	GENE	115	1	2829
ENSG00000107937	GTPBP4			ENSG00000107937	GENE	115	0	2721
ENSG00000146576	C7orf26			ENSG00000146576	GENE	115	0	1108
ENSG00000134419	RPS15A			ENSG00000134419	GENE	115	0	1733
ENSG00000145439	CBR4			ENSG00000145439	GENE	115	1	2170
ENSG00000077312	SNRPA			ENSG00000077312	GENE	115	0	2537
ENSG00000174996	KLC2			ENSG00000174996	GENE	115	0	1910
ENSG00000126217	MCF2L			ENSG00000126217	GENE	115	2	1420
ENSG00000179085	DPM3			ENSG00000179085	GENE	115	0	2283
ENSG00000178149	DALRD3			ENSG00000178149	GENE	115	0	2142
ENSG00000007255	TRAPPC6A			ENSG00000007255	GENE	115	0	509
ENSG00000110906	KCTD10			ENSG00000110906	GENE	115	1	1530
ENSG00000155876	RRAGA			ENSG00000155876	GENE	115	0	3675
ENSG00000101084	RAB5IF			ENSG00000101084	GENE	115	0	1248
ENSG00000274523	RCC1L			ENSG00000274523	GENE	115	0	1274
ENSG00000099795	NDUFB7			ENSG00000099795	GENE	115	0	1879
ENSG00000166454	ATMIN			ENSG00000166454	GENE	115	1	1358
ENSG00000051382	PIK3CB			ENSG00000051382	GENE	115	1	1525
ENSG00000086189	DIMT1			ENSG00000086189	GENE	115	1	2425
ENSG00000164941	INTS8			ENSG00000164941	GENE	115	1	2619
ENSG00000100852	ARHGAP5			ENSG00000100852	GENE	115	1	2315
ENSG00000148541	FAM13C			ENSG00000148541	GENE	115	2	428
ENSG00000169122	FAM110B			ENSG00000169122	GENE	115	2	68
ENSG00000104946	TBC1D17			ENSG00000104946	GENE	115	0	2332
ENSG00000147669	POLR2K			ENSG00000147669	GENE	115	1	2345
ENSG00000067082	KLF6			ENSG00000067082	GENE	115	1	816
ENSG00000100890	PRORP			ENSG00000100890	GENE	115	2	359
ENSG00000036672	USP2			ENSG00000036672	GENE	115	0	758
ENSG00000143862	ARL8A			ENSG00000143862	GENE	115	0	2713
ENSG00000100387	RBX1			ENSG00000100387	GENE	115	0	1652
ENSG00000228716	DHFR			ENSG00000228716	GENE	115	2	17
ENSG00000132507	EIF5A			ENSG00000132507	GENE	115	0	2657
ENSG00000159377	PSMB4			ENSG00000159377	GENE	115	0	1879
ENSG00000239857	GET4			ENSG00000239857	GENE	115	0	2071
ENSG00000170989	S1PR1			ENSG00000170989	GENE	115	2	590
ENSG00000102738	MRPS31			ENSG00000102738	GENE	115	1	2250
ENSG00000116918	TSNAX			ENSG00000116918	GENE	115	1	2945
ENSG00000215187	FAM166B			ENSG00000215187	GENE	115	0	2205
ENSG00000198792	TMEM184B			ENSG00000198792	GENE	115	0	1336
ENSG00000186951	PPARA			ENSG00000186951	GENE	115	2	1122
ENSG00000006744	ELAC2			ENSG00000006744	GENE	115	1	1654
ENSG00000110108	TMEM109			ENSG00000110108	GENE	115	0	2016
ENSG00000143256	PFDN2			ENSG00000143256	GENE	115	0	1770
ENSG00000111843	TMEM14C			ENSG00000111843	GENE	115	0	1024
ENSG00000183779	ZNF703			ENSG00000183779	GENE	115	0	1563
ENSG00000072422	RHOBTB1			ENSG00000072422	GENE	115	1	2623
ENSG00000011143	MKS1			ENSG00000011143	GENE	115	1	3439
ENSG00000125246	CLYBL			ENSG00000125246	GENE	115	2	667
ENSG00000177311	ZBTB38			ENSG00000177311	GENE	115	1	1115
ENSG00000188986	NELFB			ENSG00000188986	GENE	115	0	2068
ENSG00000198786	MT-ND5			ENSG00000198786	GENE	115	2	1892
ENSG00000167468	GPX4			ENSG00000167468	GENE	115	0	2396
ENSG00000125772	GPCPD1			ENSG00000125772	GENE	115	2	742
ENSG00000142546	NOSIP			ENSG00000142546	GENE	115	0	1868
ENSG00000053900	ANAPC4			ENSG00000053900	GENE	115	1	2612
ENSG00000108352	RAPGEFL1			ENSG00000108352	GENE	115	0	253
ENSG00000100926	TM9SF1			ENSG00000100926	GENE	115	0	1694
ENSG00000183020	AP2A2			ENSG00000183020	GENE	115	0	1593
ENSG00000134970	TMED7			ENSG00000134970	GENE	115	1	2832
ENSG00000182952	HMGN4			ENSG00000182952	GENE	115	1	2733
ENSG00000108604	SMARCD2			ENSG00000108604	GENE	115	1	1473
ENSG00000169689	CENPX			ENSG00000169689	GENE	115	0	1594
ENSG00000100220	RTCB			ENSG00000100220	GENE	115	1	2902
ENSG00000146282	RARS2			ENSG00000146282	GENE	115	1	3221
ENSG00000119979	DENND10			ENSG00000119979	GENE	115	1	2789
ENSG00000196914	ARHGEF12			ENSG00000196914	GENE	115	1	2795
ENSG00000126804	ZBTB1			ENSG00000126804	GENE	115	1	3064
ENSG00000138835	RGS3			ENSG00000138835	GENE	115	2	72
ENSG00000085733	CTTN			ENSG00000085733	GENE	115	1	2345
ENSG00000159352	PSMD4			ENSG00000159352	GENE	115	0	2968
ENSG00000101460	MAP1LC3A			ENSG00000101460	GENE	115	0	1372
ENSG00000102710	SUPT20H			ENSG00000102710	GENE	115	1	3024
ENSG00000139112	GABARAPL1			ENSG00000139112	GENE	115	1	1874
ENSG00000129484	PARP2			ENSG00000129484	GENE	115	1	3116
ENSG00000185236	RAB11B			ENSG00000185236	GENE	115	0	1949
ENSG00000112406	HECA			ENSG00000112406	GENE	115	1	2215
ENSG00000163644	PPM1K			ENSG00000163644	GENE	115	1	562
ENSG00000171604	CXXC5			ENSG00000171604	GENE	115	0	1382
ENSG00000183283	DAZAP2			ENSG00000183283	GENE	115	0	523
ENSG00000109445	ZNF330			ENSG00000109445	GENE	115	1	2191
ENSG00000058799	YIPF1			ENSG00000058799	GENE	115	0	1525
ENSG00000140718	FTO			ENSG00000140718	GENE	115	1	2947
ENSG00000104375	STK3			ENSG00000104375	GENE	115	1	2806
ENSG00000141232	TOB1			ENSG00000141232	GENE	115	0	1734
ENSG00000106344	RBM28			ENSG00000106344	GENE	115	1	2744
ENSG00000108349	CASC3			ENSG00000108349	GENE	115	1	3612
ENSG00000176973	FAM89B			ENSG00000176973	GENE	115	0	2065
ENSG00000070476	ZXDC			ENSG00000070476	GENE	115	0	2463
ENSG00000250479	CHCHD10			ENSG00000250479	GENE	115	0	2639
ENSG00000149596	JPH2			ENSG00000149596	GENE	115	0	2262
ENSG00000095139	ARCN1			ENSG00000095139	GENE	115	1	2048
ENSG00000132563	REEP2			ENSG00000132563	GENE	115	2	44
ENSG00000147419	CCDC25			ENSG00000147419	GENE	115	1	2602
ENSG00000196588	MRTFA			ENSG00000196588	GENE	115	0	2080
ENSG00000006125	AP2B1			ENSG00000006125	GENE	115	1	1160
ENSG00000112787	FBRSL1			ENSG00000112787	GENE	115	0	1644
ENSG00000141873	SLC39A3			ENSG00000141873	GENE	115	0	1004
ENSG00000204463	BAG6			ENSG00000204463	GENE	115	0	2162
ENSG00000211584	SLC48A1			ENSG00000211584	GENE	115	2	1274
ENSG00000143549	TPM3			ENSG00000143549	GENE	115	2	1227
ENSG00000180329	CCDC43			ENSG00000180329	GENE	115	1	3711
ENSG00000130254	SAFB2			ENSG00000130254	GENE	115	1	2182
ENSG00000102935	ZNF423			ENSG00000102935	GENE	115	0	1408
ENSG00000018189	RUFY3			ENSG00000018189	GENE	115	1	2942
ENSG00000164318	EGFLAM			ENSG00000164318	GENE	115	0	821
ENSG00000164051	CCDC51			ENSG00000164051	GENE	115	2	146
ENSG00000148120	AOPEP			ENSG00000148120	GENE	115	0	1035
ENSG00000071553	ATP6AP1			ENSG00000071553	GENE	115	0	1801
ENSG00000105618	PRPF31			ENSG00000105618	GENE	115	0	2036
ENSG00000135677	GNS			ENSG00000135677	GENE	115	1	2583
ENSG00000108384	RAD51C			ENSG00000108384	GENE	115	2	1292
ENSG00000166987	MBD6			ENSG00000166987	GENE	115	0	1870
ENSG00000131097	HIGD1B			ENSG00000131097	GENE	115	2	193
ENSG00000103043	VAC14			ENSG00000103043	GENE	115	0	1714
ENSG00000142089	IFITM3			ENSG00000142089	GENE	115	0	607
ENSG00000154380	ENAH			ENSG00000154380	GENE	115	1	2599
ENSG00000106991	ENG			ENSG00000106991	GENE	115	2	1127
ENSG00000111328	CDK2AP1			ENSG00000111328	GENE	115	1	2109
ENSG00000220205	VAMP2			ENSG00000220205	GENE	115	0	3311
ENSG00000129158	SERGEF			ENSG00000129158	GENE	115	0	163
ENSG00000127995	CASD1			ENSG00000127995	GENE	115	1	2525
ENSG00000176108	CHMP6			ENSG00000176108	GENE	115	0	2135
ENSG00000174437	ATP2A2			ENSG00000174437	GENE	115	2	1237
ENSG00000151552	QDPR			ENSG00000151552	GENE	115	0	2474
ENSG00000169083	AR			ENSG00000169083	GENE	115	1	2817
ENSG00000184481	FOXO4			ENSG00000184481	GENE	115	0	1863
ENSG00000204178	MACO1			ENSG00000204178	GENE	115	1	2928
ENSG00000134809	TIMM10			ENSG00000134809	GENE	115	2	353
ENSG00000180185	FAHD1			ENSG00000180185	GENE	115	0	575
ENSG00000197885	NKIRAS1			ENSG00000197885	GENE	115	1	2733
ENSG00000105402	NAPA			ENSG00000105402	GENE	115	0	1638
ENSG00000221988	PPT2			ENSG00000221988	GENE	115	0	943
ENSG00000233276	GPX1			ENSG00000233276	GENE	115	0	1848
